Date,Open,High,Low,Close,Adj Close,Volume
2018-07-27,45.840000,45.840000,45.840000,45.840000,37.143570,0
2018-07-30,45.689999,45.689999,45.689999,45.689999,37.022030,0
2018-07-31,45.840000,45.840000,45.840000,45.840000,37.143570,0
2018-08-01,45.689999,45.689999,45.689999,45.689999,37.022030,0
2018-08-02,45.680000,45.680000,45.680000,45.680000,37.013927,0
2018-08-03,45.910000,45.910000,45.910000,45.910000,37.200294,0
2018-08-06,45.939999,45.939999,45.939999,45.939999,37.224602,0
2018-08-07,46.090000,46.090000,46.090000,46.090000,37.346142,0
2018-08-08,46.110001,46.110001,46.110001,46.110001,37.362354,0
2018-08-09,46.049999,46.049999,46.049999,46.049999,37.313732,0
2018-08-10,45.720001,45.720001,45.720001,45.720001,37.046337,0
2018-08-13,45.520000,45.520000,45.520000,45.520000,36.884281,0
2018-08-14,45.740002,45.740002,45.740002,45.740002,37.062546,0
2018-08-15,45.450001,45.450001,45.450001,45.450001,36.827564,0
2018-08-16,45.830002,45.830002,45.830002,45.830002,37.135475,0
2018-08-17,46.000000,46.000000,46.000000,46.000000,37.273216,0
2018-08-20,46.139999,46.139999,46.139999,46.139999,37.386662,0
2018-08-21,46.230000,46.230000,46.230000,46.230000,37.459587,0
2018-08-22,46.139999,46.139999,46.139999,46.139999,37.386662,0
2018-08-23,46.040001,46.040001,46.040001,46.040001,37.305641,0
2018-08-24,46.349998,46.349998,46.349998,46.349998,37.556812,0
2018-08-27,46.689999,46.689999,46.689999,46.689999,37.832317,0
2018-08-28,46.639999,46.639999,46.639999,46.639999,37.791809,0
2018-08-29,46.799999,46.799999,46.799999,46.799999,37.921452,0
2018-08-30,46.590000,46.590000,46.590000,46.590000,37.751293,0
2018-08-31,46.560001,46.560001,46.560001,46.560001,37.726978,0
2018-09-04,46.490002,46.490002,46.490002,46.490002,37.670261,0
2018-09-05,46.430000,46.430000,46.430000,46.430000,37.621639,0
2018-09-06,46.380001,46.380001,46.380001,46.380001,37.581127,0
2018-09-07,46.360001,46.360001,46.360001,46.360001,37.564926,0
2018-09-10,46.450001,46.450001,46.450001,46.450001,37.637844,0
2018-09-11,46.549999,46.549999,46.549999,46.549999,37.718876,0
2018-09-12,46.560001,46.560001,46.560001,46.560001,37.726978,0
2018-09-13,46.810001,46.810001,46.810001,46.810001,37.929546,0
2018-09-14,46.639999,46.639999,46.639999,46.639999,37.969440,0
2018-09-17,46.540001,46.540001,46.540001,46.540001,37.888035,0
2018-09-18,46.790001,46.790001,46.790001,46.790001,38.091557,0
2018-09-19,46.849998,46.849998,46.849998,46.849998,38.140404,0
2018-09-20,47.150002,47.150002,47.150002,47.150002,38.384632,0
2018-09-21,47.250000,47.250000,47.250000,47.250000,38.466042,0
2018-09-24,46.950001,46.950001,46.950001,46.950001,38.221821,0
2018-09-25,46.810001,46.810001,46.810001,46.810001,38.107841,0
2018-09-26,46.590000,46.590000,46.590000,46.590000,37.928738,0
2018-09-27,46.650002,46.650002,46.650002,46.650002,37.977577,0
2018-09-28,46.660000,46.660000,46.660000,46.660000,37.985714,0
2018-10-01,46.930000,46.930000,46.930000,46.930000,38.205528,0
2018-10-02,46.990002,46.990002,46.990002,46.990002,38.254375,0
2018-10-03,47.060001,47.060001,47.060001,47.060001,38.311363,0
2018-10-04,46.860001,46.860001,46.860001,46.860001,38.148544,0
2018-10-05,46.619999,46.619999,46.619999,46.619999,37.953159,0
2018-10-08,46.669998,46.669998,46.669998,46.669998,37.993866,0
2018-10-09,46.610001,46.610001,46.610001,46.610001,37.945023,0
2018-10-10,45.330002,45.330002,45.330002,45.330002,36.902977,0
2018-10-11,44.430000,44.430000,44.430000,44.430000,36.170288,0
2018-10-12,44.860001,44.860001,44.860001,44.860001,36.520351,0
2018-10-15,44.720001,44.720001,44.720001,44.720001,36.406380,0
2018-10-16,45.529999,45.529999,45.529999,45.529999,37.065792,0
2018-10-17,45.439999,45.439999,45.439999,45.439999,36.992527,0
2018-10-18,44.919998,44.919998,44.919998,44.919998,36.569195,0
2018-10-19,44.910000,44.910000,44.910000,44.910000,36.561062,0
2018-10-22,44.680000,44.680000,44.680000,44.680000,36.373810,0
2018-10-23,44.380001,44.380001,44.380001,44.380001,36.129589,0
2018-10-24,43.279999,43.279999,43.279999,43.279999,35.234081,0
2018-10-25,43.930000,43.930000,43.930000,43.930000,35.763245,0
2018-10-26,43.459999,43.459999,43.459999,43.459999,35.380615,0
2018-10-29,43.250000,43.250000,43.250000,43.250000,35.209656,0
2018-10-30,44.020000,44.020000,44.020000,44.020000,35.836514,0
2018-10-31,44.360001,44.360001,44.360001,44.360001,36.113304,0
2018-11-01,44.770000,44.770000,44.770000,44.770000,36.447083,0
2018-11-02,44.549999,44.549999,44.549999,44.549999,36.267986,0
2018-11-05,44.959999,44.959999,44.959999,44.959999,36.601761,0
2018-11-06,45.240002,45.240002,45.240002,45.240002,36.829708,0
2018-11-07,46.080002,46.080002,46.080002,46.080002,37.513557,0
2018-11-08,46.000000,46.000000,46.000000,46.000000,37.448425,0
2018-11-09,45.740002,45.740002,45.740002,45.740002,37.236752,0
2018-11-12,45.020000,45.020000,45.020000,45.020000,36.650597,0
2018-11-13,44.930000,44.930000,44.930000,44.930000,36.577343,0
2018-11-14,44.700001,44.700001,44.700001,44.700001,36.390095,0
2018-11-15,45.119999,45.119999,45.119999,45.119999,36.732018,0
2018-11-16,45.369999,45.369999,45.369999,45.369999,36.935535,0
2018-11-19,44.910000,44.910000,44.910000,44.910000,36.561062,0
2018-11-20,44.139999,44.139999,44.139999,44.139999,35.934196,0
2018-11-21,44.259998,44.259998,44.259998,44.259998,36.031887,0
2018-11-23,43.980000,43.980000,43.980000,43.980000,35.803947,0
2018-11-26,44.580002,44.580002,44.580002,44.580002,36.292408,0
2018-11-27,44.700001,44.700001,44.700001,44.700001,36.390095,0
2018-11-28,45.450001,45.450001,45.450001,45.450001,37.000668,0
2018-11-29,45.430000,45.430000,45.430000,45.430000,36.984383,0
2018-11-30,45.790001,45.790001,45.790001,45.790001,37.277454,0
2018-12-03,46.160000,46.160000,46.160000,46.160000,37.578678,0
2018-12-04,44.900002,44.900002,44.900002,44.900002,36.552914,0
2018-12-06,44.680000,44.680000,44.680000,44.680000,36.373810,0
2018-12-07,43.910000,43.910000,43.910000,43.910000,35.746964,0
2018-12-10,44.080002,44.080002,44.080002,44.080002,35.885353,0
2018-12-11,44.029999,44.029999,44.029999,44.029999,35.844654,0
2018-12-12,44.279999,44.279999,44.279999,44.279999,36.048172,0
2018-12-13,44.279999,44.279999,44.279999,44.279999,36.048172,0
2018-12-14,43.529999,43.529999,43.529999,43.529999,35.437599,0
2018-12-17,42.790001,42.790001,42.790001,42.790001,34.835175,0
2018-12-18,42.680000,42.680000,42.680000,42.680000,34.745625,0
2018-12-19,42.169998,42.169998,42.169998,42.169998,34.330429,0
2018-12-20,41.619999,41.619999,41.619999,41.619999,33.882683,0
2018-12-21,39.759998,39.759998,39.759998,39.759998,33.388065,0
2018-12-24,38.669998,38.669998,38.669998,38.669998,32.472748,0
2018-12-26,40.330002,40.330002,40.330002,40.330002,33.866726,0
2018-12-27,40.720001,40.720001,40.720001,40.720001,34.194225,0
2018-12-28,40.730000,40.730000,40.730000,40.730000,34.202629,0
2018-12-31,41.020000,41.020000,41.020000,41.020000,34.446144,0
2019-01-02,41.020000,41.020000,41.020000,41.020000,34.446144,0
2019-01-03,40.139999,40.139999,40.139999,40.139999,33.707180,0
2019-01-04,41.310001,41.310001,41.310001,41.310001,34.689671,0
2019-01-07,41.459999,41.459999,41.459999,41.459999,34.815632,0
2019-01-08,41.820000,41.820000,41.820000,41.820000,35.117943,0
2019-01-09,41.980000,41.980000,41.980000,41.980000,35.252304,0
2019-01-10,42.180000,42.180000,42.180000,42.180000,35.420246,0
2019-01-11,42.209999,42.209999,42.209999,42.209999,35.445435,0
2019-01-14,42.049999,42.049999,42.049999,42.049999,35.311073,0
2019-01-15,42.340000,42.340000,42.340000,42.340000,35.554604,0
2019-01-16,42.349998,42.349998,42.349998,42.349998,35.563000,0
2019-01-17,42.630001,42.630001,42.630001,42.630001,35.798134,0
2019-01-18,43.250000,43.250000,43.250000,43.250000,36.318771,0
2019-01-22,42.759998,42.759998,42.759998,42.759998,35.907295,0
2019-01-23,42.820000,42.820000,42.820000,42.820000,35.957680,0
2019-01-24,42.820000,42.820000,42.820000,42.820000,35.957680,0
2019-01-25,43.009998,43.009998,43.009998,43.009998,36.117222,0
2019-01-28,42.730000,42.730000,42.730000,42.730000,35.882103,0
2019-01-29,42.779999,42.779999,42.779999,42.779999,35.924084,0
2019-01-30,43.299999,43.299999,43.299999,43.299999,36.360756,0
2019-01-31,43.459999,43.459999,43.459999,43.459999,36.495110,0
2019-02-01,43.599998,43.599998,43.599998,43.599998,36.612671,0
2019-02-04,43.889999,43.889999,43.889999,43.889999,36.856197,0
2019-02-05,44.040001,44.040001,44.040001,44.040001,36.982166,0
2019-02-06,43.970001,43.970001,43.970001,43.970001,36.923378,0
2019-02-07,43.660000,43.660000,43.660000,43.660000,36.663063,0
2019-02-08,43.660000,43.660000,43.660000,43.660000,36.663063,0
2019-02-11,43.619999,43.619999,43.619999,43.619999,36.629471,0
2019-02-12,44.160000,44.160000,44.160000,44.160000,37.082935,0
2019-02-13,44.310001,44.310001,44.310001,44.310001,37.208885,0
2019-02-14,44.189999,44.189999,44.189999,44.189999,37.108120,0
2019-02-15,44.720001,44.720001,44.720001,44.720001,37.553185,0
2019-02-19,44.720001,44.720001,44.720001,44.720001,37.553185,0
2019-02-20,44.889999,44.889999,44.889999,44.889999,37.695946,0
2019-02-21,44.779999,44.779999,44.779999,44.779999,37.603569,0
2019-02-22,45.049999,45.049999,45.049999,45.049999,37.830299,0
2019-02-25,45.090000,45.090000,45.090000,45.090000,37.863892,0
2019-02-26,45.040001,45.040001,45.040001,45.040001,37.821907,0
2019-02-27,44.930000,44.930000,44.930000,44.930000,37.729534,0
2019-02-28,44.880001,44.880001,44.880001,44.880001,37.687542,0
2019-03-01,45.099998,45.099998,45.099998,45.099998,37.872280,0
2019-03-04,44.849998,44.849998,44.849998,44.849998,37.662346,0
2019-03-05,44.779999,44.779999,44.779999,44.779999,37.603569,0
2019-03-06,44.509998,44.509998,44.509998,44.509998,37.376831,0
2019-03-07,44.209999,44.209999,44.209999,44.209999,37.124912,0
2019-03-08,44.080002,44.080002,44.080002,44.080002,37.015747,0
2019-03-11,44.560001,44.560001,44.560001,44.560001,37.418823,0
2019-03-12,44.599998,44.599998,44.599998,44.599998,37.452412,0
2019-03-13,44.939999,44.939999,44.939999,44.939999,37.737934,0
2019-03-14,44.860001,44.860001,44.860001,44.860001,37.670746,0
2019-03-15,44.900002,44.900002,44.900002,44.900002,37.891861,0
2019-03-18,45.070000,45.070000,45.070000,45.070000,38.035324,0
2019-03-19,45.060001,45.060001,45.060001,45.060001,38.026878,0
2019-03-20,44.849998,44.849998,44.849998,44.849998,37.849655,0
2019-03-21,45.240002,45.240002,45.240002,45.240002,38.178783,0
2019-03-22,44.509998,44.509998,44.509998,44.509998,37.562717,0
2019-03-25,44.500000,44.500000,44.500000,44.500000,37.554287,0
