Date,Open,High,Low,Close,Adj Close,Volume
2017-08-07,43.529999,43.529999,43.529999,43.529999,32.409184,0
2017-08-08,43.490002,43.490002,43.490002,43.490002,32.379402,0
2017-08-09,43.540001,43.540001,43.540001,43.540001,32.416630,0
2017-08-10,43.060001,43.060001,43.060001,43.060001,32.059269,0
2017-08-11,43.080002,43.080002,43.080002,43.080002,32.074146,0
2017-08-14,43.459999,43.459999,43.459999,43.459999,32.357063,0
2017-08-15,43.389999,43.389999,43.389999,43.389999,32.304955,0
2017-08-16,43.410000,43.410000,43.410000,43.410000,32.319855,0
2017-08-17,42.869999,42.869999,42.869999,42.869999,31.917799,0
2017-08-18,42.799999,42.799999,42.799999,42.799999,31.865681,0
2017-08-21,42.840000,42.840000,42.840000,42.840000,31.895464,0
2017-08-22,43.230000,43.230000,43.230000,43.230000,32.185829,0
2017-08-23,43.110001,43.110001,43.110001,43.110001,32.096478,0
2017-08-24,43.020000,43.020000,43.020000,43.020000,32.029472,0
2017-08-25,43.099998,43.099998,43.099998,43.099998,32.089046,0
2017-08-28,43.099998,43.099998,43.099998,43.099998,32.089046,0
2017-08-29,43.130001,43.130001,43.130001,43.130001,32.111374,0
2017-08-30,43.240002,43.240002,43.240002,43.240002,32.193275,0
2017-08-31,43.410000,43.410000,43.410000,43.410000,32.319855,0
2017-09-01,43.500000,43.500000,43.500000,43.500000,32.386848,0
2017-09-05,43.259998,43.259998,43.259998,43.259998,32.208157,0
2017-09-06,43.400002,43.400002,43.400002,43.400002,32.312401,0
2017-09-07,43.349998,43.349998,43.349998,43.349998,32.275169,0
2017-09-08,43.369999,43.369999,43.369999,43.369999,32.290058,0
2017-09-11,43.750000,43.750000,43.750000,43.750000,32.572979,0
2017-09-12,43.889999,43.889999,43.889999,43.889999,32.677212,0
2017-09-13,43.959999,43.959999,43.959999,43.959999,32.729324,0
2017-09-14,44.000000,44.000000,44.000000,44.000000,32.759113,0
2017-09-15,43.900002,43.900002,43.900002,43.900002,32.840652,0
2017-09-18,44.020000,44.020000,44.020000,44.020000,32.930420,0
2017-09-19,44.119999,44.119999,44.119999,44.119999,33.005230,0
2017-09-20,44.180000,44.180000,44.180000,44.180000,33.050110,0
2017-09-21,44.090000,44.090000,44.090000,44.090000,32.982784,0
2017-09-22,44.160000,44.160000,44.160000,44.160000,33.035152,0
2017-09-25,44.130001,44.130001,44.130001,44.130001,33.012714,0
2017-09-26,44.130001,44.130001,44.130001,44.130001,33.012714,0
2017-09-27,44.240002,44.240002,44.240002,44.240002,33.094997,0
2017-09-28,44.330002,44.330002,44.330002,44.330002,33.162327,0
2017-09-29,44.490002,44.490002,44.490002,44.490002,33.282021,0
2017-10-02,44.689999,44.689999,44.689999,44.689999,33.431641,0
2017-10-03,44.799999,44.799999,44.799999,44.799999,33.513920,0
2017-10-04,44.840000,44.840000,44.840000,44.840000,33.543850,0
2017-10-05,45.020000,45.020000,45.020000,45.020000,33.678497,0
2017-10-06,44.950001,44.950001,44.950001,44.950001,33.626137,0
2017-10-09,44.849998,44.849998,44.849998,44.849998,33.551323,0
2017-10-10,44.950001,44.950001,44.950001,44.950001,33.626137,0
2017-10-11,45.020000,45.020000,45.020000,45.020000,33.678497,0
2017-10-12,44.910000,44.910000,44.910000,44.910000,33.596210,0
2017-10-13,44.880001,44.880001,44.880001,44.880001,33.573776,0
2017-10-16,44.910000,44.910000,44.910000,44.910000,33.596210,0
2017-10-17,44.930000,44.930000,44.930000,44.930000,33.611179,0
2017-10-18,44.919998,44.919998,44.919998,44.919998,33.603695,0
2017-10-19,45.000000,45.000000,45.000000,45.000000,33.663540,0
2017-10-20,45.240002,45.240002,45.240002,45.240002,33.843082,0
2017-10-23,45.130001,45.130001,45.130001,45.130001,33.760788,0
2017-10-24,45.169998,45.169998,45.169998,45.169998,33.790710,0
2017-10-25,45.009998,45.009998,45.009998,45.009998,33.671024,0
2017-10-26,45.189999,45.189999,45.189999,45.189999,33.805672,0
2017-10-27,45.450001,45.450001,45.450001,45.450001,34.000179,0
2017-10-30,45.290001,45.290001,45.290001,45.290001,33.880489,0
2017-10-31,45.330002,45.330002,45.330002,45.330002,33.910408,0
2017-11-01,45.419998,45.419998,45.419998,45.419998,33.977730,0
2017-11-02,45.369999,45.369999,45.369999,45.369999,33.940327,0
2017-11-03,45.509998,45.509998,45.509998,45.509998,34.045055,0
2017-11-06,45.570000,45.570000,45.570000,45.570000,34.089939,0
2017-11-07,45.540001,45.540001,45.540001,45.540001,34.067501,0
2017-11-08,45.549999,45.549999,45.549999,45.549999,34.074982,0
2017-11-09,45.360001,45.360001,45.360001,45.360001,33.932850,0
2017-11-10,45.279999,45.279999,45.279999,45.279999,33.872997,0
2017-11-13,45.290001,45.290001,45.290001,45.290001,33.880489,0
2017-11-14,45.189999,45.189999,45.189999,45.189999,33.805672,0
2017-11-15,44.950001,44.950001,44.950001,44.950001,33.626137,0
2017-11-16,45.189999,45.189999,45.189999,45.189999,33.805672,0
2017-11-17,45.060001,45.060001,45.060001,45.060001,33.708431,0
2017-11-20,45.189999,45.189999,45.189999,45.189999,33.805672,0
2017-11-21,45.470001,45.470001,45.470001,45.470001,34.015133,0
2017-11-22,45.430000,45.430000,45.430000,45.430000,33.985214,0
2017-11-24,45.520000,45.520000,45.520000,45.520000,34.052544,0
2017-11-27,45.500000,45.500000,45.500000,45.500000,34.037579,0
2017-11-28,46.040001,46.040001,46.040001,46.040001,34.441540,0
2017-11-29,46.160000,46.160000,46.160000,46.160000,34.531311,0
2017-11-30,46.610001,46.610001,46.610001,46.610001,34.867947,0
2017-12-01,46.580002,46.580002,46.580002,46.580002,34.845501,0
2017-12-04,46.650002,46.650002,46.650002,46.650002,34.897873,0
2017-12-05,46.430000,46.430000,46.430000,46.430000,34.733292,0
2017-12-06,46.380001,46.380001,46.380001,46.380001,34.695896,0
2017-12-07,46.439999,46.439999,46.439999,46.439999,34.740776,0
2017-12-08,46.750000,46.750000,46.750000,46.750000,34.972672,0
2017-12-11,46.869999,46.869999,46.869999,46.869999,35.062443,0
2017-12-12,47.060001,47.060001,47.060001,47.060001,35.204586,0
2017-12-13,47.009998,47.009998,47.009998,47.009998,35.167175,0
2017-12-14,46.770000,46.770000,46.770000,46.770000,34.987644,0
2017-12-15,47.139999,47.139999,47.139999,47.139999,35.264427,0
2017-12-18,45.599998,45.599998,45.599998,45.599998,35.441635,0
2017-12-19,45.509998,45.509998,45.509998,45.509998,35.371693,0
2017-12-20,45.500000,45.500000,45.500000,45.500000,35.363922,0
2017-12-21,45.639999,45.639999,45.639999,45.639999,35.472729,0
2017-12-22,45.630001,45.630001,45.630001,45.630001,35.464958,0
2017-12-26,45.619999,45.619999,45.619999,45.619999,35.457180,0
2017-12-27,45.680000,45.680000,45.680000,45.680000,35.503815,0
2017-12-28,45.790001,45.790001,45.790001,45.790001,35.589310,0
2017-12-29,45.610001,45.610001,45.610001,45.610001,35.449406,0
2018-01-02,45.880001,45.880001,45.880001,45.880001,35.659267,0
2018-01-03,46.060001,46.060001,46.060001,46.060001,35.799164,0
2018-01-04,46.330002,46.330002,46.330002,46.330002,36.009010,0
2018-01-05,46.660000,46.660000,46.660000,46.660000,36.265495,0
2018-01-08,46.660000,46.660000,46.660000,46.660000,36.265495,0
2018-01-09,46.740002,46.740002,46.740002,46.740002,36.327682,0
2018-01-10,46.650002,46.650002,46.650002,46.650002,36.257729,0
2018-01-11,47.049999,47.049999,47.049999,47.049999,36.568615,0
2018-01-12,47.410000,47.410000,47.410000,47.410000,36.848427,0
2018-01-16,47.259998,47.259998,47.259998,47.259998,36.731838,0
2018-01-17,47.730000,47.730000,47.730000,47.730000,37.097130,0
2018-01-18,47.619999,47.619999,47.619999,47.619999,37.011635,0
2018-01-19,47.790001,47.790001,47.790001,47.790001,37.143776,0
2018-01-22,48.150002,48.150002,48.150002,48.150002,37.423584,0
2018-01-23,48.150002,48.150002,48.150002,48.150002,37.423584,0
2018-01-24,48.169998,48.169998,48.169998,48.169998,37.439117,0
2018-01-25,48.139999,48.139999,48.139999,48.139999,37.415802,0
2018-01-26,48.740002,48.740002,48.740002,48.740002,37.882141,0
2018-01-29,48.410000,48.410000,48.410000,48.410000,37.625648,0
2018-01-30,47.889999,47.889999,47.889999,47.889999,37.221489,0
2018-01-31,47.950001,47.950001,47.950001,47.950001,37.268124,0
2018-02-01,47.970001,47.970001,47.970001,47.970001,37.283669,0
2018-02-02,46.990002,46.990002,46.990002,46.990002,36.521984,0
2018-02-05,45.160000,45.160000,45.160000,45.160000,35.099659,0
2018-02-06,45.919998,45.919998,45.919998,45.919998,35.690353,0
2018-02-07,45.830002,45.830002,45.830002,45.830002,35.620403,0
2018-02-08,44.209999,44.209999,44.209999,44.209999,34.361294,0
2018-02-09,44.820000,44.820000,44.820000,44.820000,34.835403,0
2018-02-12,45.400002,45.400002,45.400002,45.400002,35.286190,0
2018-02-13,45.509998,45.509998,45.509998,45.509998,35.371693,0
2018-02-14,46.009998,46.009998,46.009998,46.009998,35.760300,0
2018-02-15,46.490002,46.490002,46.490002,46.490002,36.133377,0
2018-02-16,46.470001,46.470001,46.470001,46.470001,36.117832,0
2018-02-20,46.230000,46.230000,46.230000,46.230000,35.931293,0
2018-02-21,45.910000,45.910000,45.910000,45.910000,35.682579,0
2018-02-22,45.959999,45.959999,45.959999,45.959999,35.721439,0
2018-02-23,46.650002,46.650002,46.650002,46.650002,36.257729,0
2018-02-26,47.150002,47.150002,47.150002,47.150002,36.646351,0
2018-02-27,46.590000,46.590000,46.590000,46.590000,36.211098,0
2018-02-28,46.009998,46.009998,46.009998,46.009998,35.760300,0
2018-03-01,45.450001,45.450001,45.450001,45.450001,35.325054,0
2018-03-02,45.650002,45.650002,45.650002,45.650002,35.480503,0
2018-03-05,46.099998,46.099998,46.099998,46.099998,35.830250,0
2018-03-06,46.160000,46.160000,46.160000,46.160000,35.876892,0
2018-03-07,46.090000,46.090000,46.090000,46.090000,35.822479,0
2018-03-08,46.250000,46.250000,46.250000,46.250000,35.946838,0
2018-03-09,46.970001,46.970001,46.970001,46.970001,36.506443,0
2018-03-12,46.799999,46.799999,46.799999,46.799999,36.374310,0
2018-03-13,46.520000,46.520000,46.520000,46.520000,36.156689,0
2018-03-14,46.189999,46.189999,46.189999,46.189999,35.900208,0
2018-03-15,46.139999,46.139999,46.139999,46.139999,35.861340,0
2018-03-16,45.980000,45.980000,45.980000,45.980000,35.908981,0
2018-03-19,45.480000,45.480000,45.480000,45.480000,35.518494,0
2018-03-20,45.560001,45.560001,45.560001,45.560001,35.580978,0
2018-03-21,45.599998,45.599998,45.599998,45.599998,35.612209,0
2018-03-22,44.470001,44.470001,44.470001,44.470001,34.729721,0
2018-03-23,43.790001,43.790001,43.790001,43.790001,34.198662,0
2018-03-26,44.889999,44.889999,44.889999,44.889999,35.057728,0
2018-03-27,44.310001,44.310001,44.310001,44.310001,34.604759,0
2018-03-28,44.230000,44.230000,44.230000,44.230000,34.542286,0
2018-03-29,44.779999,44.779999,44.779999,44.779999,34.971817,0
2018-04-02,43.889999,43.889999,43.889999,43.889999,34.276756,0
2018-04-03,44.459999,44.459999,44.459999,44.459999,34.721901,0
2018-04-04,44.939999,44.939999,44.939999,44.939999,35.096771,0
2018-04-05,45.250000,45.250000,45.250000,45.250000,35.338871,0
2018-04-06,44.349998,44.349998,44.349998,44.349998,34.635990,0
2018-04-09,44.529999,44.529999,44.529999,44.529999,34.776573,0
2018-04-10,45.240002,45.240002,45.240002,45.240002,35.331062,0
2018-04-11,44.980000,44.980000,44.980000,44.980000,35.128014,0
2018-04-12,45.360001,45.360001,45.360001,45.360001,35.424782,0
2018-04-13,45.240002,45.240002,45.240002,45.240002,35.331062,0
2018-04-16,45.610001,45.610001,45.610001,45.610001,35.620018,0
2018-04-17,45.980000,45.980000,45.980000,45.980000,35.908981,0
2018-04-18,46.099998,46.099998,46.099998,46.099998,36.002697,0
2018-04-19,45.880001,45.880001,45.880001,45.880001,35.830887,0
2018-04-20,45.590000,45.590000,45.590000,45.590000,35.604401,0
2018-04-23,45.669998,45.669998,45.669998,45.669998,35.666874,0
2018-04-24,45.139999,45.139999,45.139999,45.139999,35.252972,0
2018-04-25,45.250000,45.250000,45.250000,45.250000,35.338871,0
2018-04-26,45.599998,45.599998,45.599998,45.599998,35.612209,0
2018-04-27,45.630001,45.630001,45.630001,45.630001,35.635643,0
2018-04-30,45.230000,45.230000,45.230000,45.230000,35.323250,0
2018-05-01,45.250000,45.250000,45.250000,45.250000,35.338871,0
2018-05-02,44.840000,44.840000,44.840000,44.840000,35.018681,0
2018-05-03,44.790001,44.790001,44.790001,44.790001,34.979630,0
2018-05-04,45.270000,45.270000,45.270000,45.270000,35.354496,0
2018-05-07,45.400002,45.400002,45.400002,45.400002,35.456017,0
2018-05-08,45.360001,45.360001,45.360001,45.360001,35.424782,0
2018-05-09,45.770000,45.770000,45.770000,45.770000,35.744984,0
2018-05-10,46.160000,46.160000,46.160000,46.160000,36.049561,0
2018-05-11,46.290001,46.290001,46.290001,46.290001,36.151077,0
2018-05-14,46.380001,46.380001,46.380001,46.380001,36.221367,0
2018-05-15,46.150002,46.150002,46.150002,46.150002,36.041748,0
2018-05-16,46.299999,46.299999,46.299999,46.299999,36.158890,0
2018-05-17,46.360001,46.360001,46.360001,46.360001,36.205750,0
2018-05-18,46.259998,46.259998,46.259998,46.259998,36.127651,0
2018-05-21,46.619999,46.619999,46.619999,46.619999,36.408802,0
2018-05-22,46.400002,46.400002,46.400002,46.400002,36.236988,0
2018-05-23,46.439999,46.439999,46.439999,46.439999,36.268219,0
2018-05-24,46.299999,46.299999,46.299999,46.299999,36.158890,0
2018-05-25,46.180000,46.180000,46.180000,46.180000,36.065170,0
2018-05-29,45.610001,45.610001,45.610001,45.610001,35.620018,0
2018-05-30,46.240002,46.240002,46.240002,46.240002,36.112034,0
2018-05-31,45.900002,45.900002,45.900002,45.900002,35.846504,0
2018-06-01,46.299999,46.299999,46.299999,46.299999,36.158890,0
2018-06-04,46.500000,46.500000,46.500000,46.500000,36.315083,0
2018-06-05,46.490002,46.490002,46.490002,46.490002,36.307281,0
2018-06-06,46.980000,46.980000,46.980000,46.980000,36.689949,0
2018-06-07,47.009998,47.009998,47.009998,47.009998,36.713379,0
2018-06-08,47.110001,47.110001,47.110001,47.110001,36.791473,0
2018-06-11,47.189999,47.189999,47.189999,47.189999,36.853947,0
2018-06-12,47.200001,47.200001,47.200001,47.200001,36.861759,0
2018-06-13,47.000000,47.000000,47.000000,47.000000,36.705566,0
2018-06-14,47.040001,47.040001,47.040001,47.040001,36.736816,0
2018-06-15,45.250000,45.250000,45.250000,45.250000,36.665504,0
2018-06-18,45.070000,45.070000,45.070000,45.070000,36.519653,0
2018-06-19,44.820000,44.820000,44.820000,44.820000,36.317085,0
2018-06-20,44.860001,44.860001,44.860001,44.860001,36.349499,0
2018-06-21,44.580002,44.580002,44.580002,44.580002,36.122616,0
2018-06-22,44.810001,44.810001,44.810001,44.810001,36.308975,0
2018-06-25,44.310001,44.310001,44.310001,44.310001,35.903828,0
2018-06-26,44.279999,44.279999,44.279999,44.279999,35.879520,0
2018-06-27,43.990002,43.990002,43.990002,43.990002,35.644539,0
2018-06-28,44.189999,44.189999,44.189999,44.189999,35.806599,0
2018-06-29,44.299999,44.299999,44.299999,44.299999,35.895729,0
2018-07-02,44.360001,44.360001,44.360001,44.360001,35.944351,0
2018-07-03,44.230000,44.230000,44.230000,44.230000,35.839012,0
2018-07-05,44.580002,44.580002,44.580002,44.580002,36.122616,0
2018-07-06,44.860001,44.860001,44.860001,44.860001,36.349499,0
2018-07-09,45.290001,45.290001,45.290001,45.290001,36.697918,0
2018-07-10,45.500000,45.500000,45.500000,45.500000,36.868084,0
2018-07-11,45.119999,45.119999,45.119999,45.119999,36.560165,0
2018-07-12,45.400002,45.400002,45.400002,45.400002,36.787045,0
2018-07-13,45.490002,45.490002,45.490002,45.490002,36.859974,0
2018-07-16,45.480000,45.480000,45.480000,45.480000,36.851868,0
2018-07-17,45.560001,45.560001,45.560001,45.560001,36.916691,0
2018-07-18,45.669998,45.669998,45.669998,45.669998,37.005821,0
2018-07-19,45.549999,45.549999,45.549999,45.549999,36.908592,0
2018-07-20,45.590000,45.590000,45.590000,45.590000,36.940998,0
2018-07-23,45.680000,45.680000,45.680000,45.680000,37.013927,0
2018-07-24,45.849998,45.849998,45.849998,45.849998,37.151676,0
2018-07-25,46.139999,46.139999,46.139999,46.139999,37.386662,0
2018-07-26,46.090000,46.090000,46.090000,46.090000,37.346142,0
